image_id,species_id,common_name,scientific_name,filename,commons_title,license,license_url,artist,credit,source_url,thumb_url,file_size_bytes
111,36,North Island Kokako,Callaeas wilsoni,north_island_kokako_bebdff.jpg,"File:Callaeas wilsoni, Tiritiri Matangi Island 1.jpg",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Duncan from Wellington, NZ",Kokako,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0e/Callaeas_wilsoni%2C_Tiritiri_Matangi_Island_1.jpg/500px-Callaeas_wilsoni%2C_Tiritiri_Matangi_Island_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,50185
112,36,North Island Kokako,Callaeas wilsoni,north_island_kokako_4cddfa.jpg,File:Callaeas wilsoni (North Island Kokako) (48719350586).jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Auckland Museum  Collections from Auckland, Aotearoa New Zealand",Callaeas wilsoni (North Island Kokako),,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b2/Callaeas_wilsoni_%28North_Island_Kokako%29_%2848719350586%29.jpg/500px-Callaeas_wilsoni_%28North_Island_Kokako%29_%2848719350586%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,23197
113,37,Kauri Snail,Paryphanta busbyi,kauri_snail_6c27c1.jpg,File:Kauri snail Paryphanta busbyi active at night.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Shelley Langton-Myers,Own work,,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/Kauri_snail_Paryphanta_busbyi_active_at_night.jpg/500px-Kauri_snail_Paryphanta_busbyi_active_at_night.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,73011
114,37,Kauri Snail,Paryphanta busbyi,kauri_snail_b968b7.jpg,File:Paryphanta busbyi.JPG,Public domain,,GrahamBould,Own work,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ae/Paryphanta_busbyi.JPG/500px-Paryphanta_busbyi.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,45946
115,38,Powelliphanta Snail,Powelliphanta spp.,powelliphanta_snail_bfaeec.jpg,File:Powelliphanta-augusta-hero.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Kath Walker | New Zealand Department of Conservation,https://www.doc.govt.nz/nature/native-animals/invertebrates/powelliphanta-snails/,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/Powelliphanta-augusta-hero.jpg/500px-Powelliphanta-augusta-hero.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,62536
116,38,Powelliphanta Snail,Powelliphanta spp.,powelliphanta_snail_917ab9.jpg,"File:Powelliphanta ""Augustus"".jpg",Public domain,,Alan Liefting,Own work,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bb/Powelliphanta_%22Augustus%22.jpg/500px-Powelliphanta_%22Augustus%22.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,41010
117,39,Little Spotted Kiwi,Apteryx owenii,little_spotted_kiwi_0607c3.jpg,"File:Apteryx owenii - Museum of New Zealand Te Papa Tongarewa - Wellington, NZ - DSC09564.jpg",CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Daderot,Own work,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/Apteryx_owenii_-_Museum_of_New_Zealand_Te_Papa_Tongarewa_-_Wellington%2C_NZ_-_DSC09564.jpg/500px-Apteryx_owenii_-_Museum_of_New_Zealand_Te_Papa_Tongarewa_-_Wellington%2C_NZ_-_DSC09564.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,54451
118,39,Little Spotted Kiwi,Apteryx owenii,little_spotted_kiwi_95da98.jpg,File:Apteryx owenii 0.jpg,Public domain,,John Gerrard Keulemans,"Rowley, G.D., Ornithological Miscellany, 1875-78Earlier version from http://www.nzbirds.com/birds/kiwils.html",,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/Apteryx_owenii_0.jpg/500px-Apteryx_owenii_0.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,76294
119,40,Great Spotted Kiwi,Apteryx haastii,great_spotted_kiwi_b817d0.jpg,File:ApteryxHaastiiKeulemans.jpg,Public domain,,John Gerrard Keulemans,Ornithological Miscellany. Volume 1,,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dd/ApteryxHaastiiKeulemans.jpg/500px-ApteryxHaastiiKeulemans.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,77156
120,40,Great Spotted Kiwi,Apteryx haastii,great_spotted_kiwi_4503c2.jpg,File:ApteryxHaastiiMKeulemans.jpg,Public domain,,John Gerrard Keulemans,Ornithological Miscellany. Volume 1,,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6d/ApteryxHaastiiMKeulemans.jpg/500px-ApteryxHaastiiMKeulemans.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,91072
121,41,Rowi,Apteryx rowi,rowi_cf2d9e.jpg,File:Apteryx rowi 1.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,anna-mac,https://www.inaturalist.org/photos/8633615,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4e/Apteryx_rowi_1.jpg/500px-Apteryx_rowi_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,136920
122,41,Rowi,Apteryx rowi,rowi_1d6096.jpg,File:Apteryx rowi 2.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,anna-mac,https://www.inaturalist.org/photos/8633616,,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2d/Apteryx_rowi_2.jpg/500px-Apteryx_rowi_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,77880
123,42,Rock Wren,Xenicus gilviventris,rock_wren_0ee97a.jpg,File:New Zealand Rock wren (Xenicus gilviventris).jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Adventureforscience,Own work,,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1e/New_Zealand_Rock_wren_%28Xenicus_gilviventris%29.jpg/500px-New_Zealand_Rock_wren_%28Xenicus_gilviventris%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,62342
124,42,Rock Wren,Xenicus gilviventris,rock_wren_0eea8f.jpg,File:Rock wren.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Andrew,originally posted to Flickr as Rock wren,,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ed/Rock_wren.jpg/500px-Rock_wren.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,51312
125,43,Orange-fronted Parakeet,Cyanoramphus malherbi,orange_fronted_parakeet_152320.jpg,File:Cyanoramphus malherbi.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Jon Sullivan from Christchurch, New Zealand","orange-crowned parakeet (kakariki)Uploaded by Richard001",,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0e/Cyanoramphus_malherbi.jpg/500px-Cyanoramphus_malherbi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,69242
126,43,Orange-fronted Parakeet,Cyanoramphus malherbi,orange_fronted_parakeet_b61a23.jpg,File:Cyanoramphus malherbi (AM LB4179).jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,,"API data
Catalogue recordPhoto",,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6a/Cyanoramphus_malherbi_%28AM_LB4179%29.jpg/500px-Cyanoramphus_malherbi_%28AM_LB4179%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,22870
127,44,New Zealand Dotterel,Charadrius obscurus,new_zealand_dotterel_3e26c0.jpg,File:Charadrius obscurus aquilonius - Point Chevalier.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,JJ Harrison (https://www.jjharrison.com.au/),Own work,,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7e/Charadrius_obscurus_aquilonius_-_Point_Chevalier.jpg/500px-Charadrius_obscurus_aquilonius_-_Point_Chevalier.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,18928
128,44,New Zealand Dotterel,Charadrius obscurus,new_zealand_dotterel_56905b.jpg,File:Charadrius obscurus aquilonius 11769405.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Shaun Lee,https://www.inaturalist.org/photos/11769405,,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/36/Charadrius_obscurus_aquilonius_11769405.jpg/500px-Charadrius_obscurus_aquilonius_11769405.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,48850
129,45,Australasian Bittern,Botaurus poiciloptilus,australasian_bittern_9f093a.jpg,File:Botaurus poiciloptilus 109283475.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Christopher Stephens,https://www.inaturalist.org/photos/109283475,,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5d/Botaurus_poiciloptilus_109283475.jpg/500px-Botaurus_poiciloptilus_109283475.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,47024
130,45,Australasian Bittern,Botaurus poiciloptilus,australasian_bittern_6abf17.jpg,File:Botaurus poiciloptilus 109284574.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Christopher Stephens,https://www.inaturalist.org/photos/109284574,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4c/Botaurus_poiciloptilus_109284574.jpg/500px-Botaurus_poiciloptilus_109284574.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,76029
131,46,Giant Weta,Deinacrida heteracantha,giant_weta_08d9ce.jpg,File:Deinacrida heteracantha (Giant weta; Wētā punga) (48723186043).jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Auckland Museum  Collections from Auckland, Aotearoa New Zealand",Deinacrida heteracantha (Giant weta; Wētā punga),,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/Deinacrida_heteracantha_%28Giant_weta%3B_W%C4%93t%C4%81_punga%29_%2848723186043%29.jpg/500px-Deinacrida_heteracantha_%28Giant_weta%3B_W%C4%93t%C4%81_punga%29_%2848723186043%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,33970
132,46,Giant Weta,Deinacrida heteracantha,giant_weta_aa086c.jpg,File:Deinacrida heteracantha (Giant weta; Wētā punga) (48723527326).jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Auckland Museum  Collections from Auckland, Aotearoa New Zealand",Deinacrida heteracantha (Giant weta; Wētā punga),,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cf/Deinacrida_heteracantha_%28Giant_weta%3B_W%C4%93t%C4%81_punga%29_%2848723527326%29.jpg/500px-Deinacrida_heteracantha_%28Giant_weta%3B_W%C4%93t%C4%81_punga%29_%2848723527326%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,34608
133,47,Tui,Prosthemadera novaeseelandiae,tui_48a67b.jpg,File:Prosthemadera novaeseelandiae (44630917632).jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Donald Hobern from Copenhagen, Denmark",Prosthemadera novaeseelandiae,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/Prosthemadera_novaeseelandiae_%2844630917632%29.jpg/500px-Prosthemadera_novaeseelandiae_%2844630917632%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,119474
134,47,Tui,Prosthemadera novaeseelandiae,tui_3ba3f3.jpg,File:Prosthemadera novaeseelandiae (44630918812).jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Donald Hobern from Copenhagen, Denmark",Prosthemadera novaeseelandiae,,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7f/Prosthemadera_novaeseelandiae_%2844630918812%29.jpg/500px-Prosthemadera_novaeseelandiae_%2844630918812%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,7900
135,48,Fantail,Rhipidura fuliginosa,fantail_8fea7d.jpg,File:New Zealand Fantail sitting.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://www.flickr.com/photos/chingsters/,https://www.flickr.com/photos/chingsters/2067358292/,,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/71/New_Zealand_Fantail_sitting.jpg/500px-New_Zealand_Fantail_sitting.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,50343
136,48,Fantail,Rhipidura fuliginosa,fantail_aea3c1.jpg,File:New Zealand fantail (Piwakawaka).jpg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,HuntaWaerea,Own work,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/New_Zealand_fantail_%28Piwakawaka%29.jpg/500px-New_Zealand_fantail_%28Piwakawaka%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,29818
137,49,Bellbird,Anthornis melanura,bellbird_675df1.jpg,File:Anthornis melanura -New Zealand-8.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Sid Mosdell from New Zealand,Bellbird,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/Anthornis_melanura_-New_Zealand-8.jpg/500px-Anthornis_melanura_-New_Zealand-8.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,50965
138,49,Bellbird,Anthornis melanura,bellbird_69ea92.jpg,File:Anthornis melanura 25470849.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Jacob Littlejohn,https://www.inaturalist.org/photos/25470849,,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1d/Anthornis_melanura_25470849.jpg/500px-Anthornis_melanura_25470849.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,55779
139,50,Silvereye,Zosterops lateralis,silvereye_fe7a9b.jpg,"File:Naturalis Biodiversity Center - RMNH.AVES.47554 1 - Zosterops lateralis lateralis (Latham, 1801) - Zosteropidae - bird skin specimen.jpeg",CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"Latham, 1801","Naturalis Biodiversity Center
",,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/61/Naturalis_Biodiversity_Center_-_RMNH.AVES.47554_1_-_Zosterops_lateralis_lateralis_%28Latham%2C_1801%29_-_Zosteropidae_-_bird_skin_specimen.jpeg/500px-Naturalis_Biodiversity_Center_-_RMNH.AVES.47554_1_-_Zosterops_lateralis_lateralis_%28Latham%2C_1801%29_-_Zosteropidae_-_bird_skin_specimen.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,52424
140,50,Silvereye,Zosterops lateralis,silvereye_3012a6.jpg,File:Silver eyes. (Wax eye) - Flickr - Bernard Spragg.jpg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"Bernard Spragg. NZ from Christchurch, New Zealand",Silver eyes. (Wax eye),,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/Silver_eyes._%28Wax_eye%29_-_Flickr_-_Bernard_Spragg.jpg/500px-Silver_eyes._%28Wax_eye%29_-_Flickr_-_Bernard_Spragg.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,34544
141,51,Huia,Heteralocha acutirostris,huia_63ccd1.jpg,File:Heteralocha acutirostris (huia) (48719264223).jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Auckland Museum  Collections from Auckland, Aotearoa New Zealand",Heteralocha acutirostris (huia),,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/Heteralocha_acutirostris_%28huia%29_%2848719264223%29.jpg/500px-Heteralocha_acutirostris_%28huia%29_%2848719264223%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,14974
142,51,Huia,Heteralocha acutirostris,huia_8161cf.jpg,File:Heteralocha acutirostris (huia) (48719769962).jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Auckland Museum  Collections from Auckland, Aotearoa New Zealand",Heteralocha acutirostris (huia),,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/06/Heteralocha_acutirostris_%28huia%29_%2848719769962%29.jpg/500px-Heteralocha_acutirostris_%28huia%29_%2848719769962%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,21910
143,52,South Island Kokako,Callaeas cinereus,south_island_kokako_2c20b7.jpg,File:Buller Kokako.jpg,Public domain,,"By J. G. Keulemans, in W.L. Buller's A History of the Birds of New Zealand. 2nd edition. Published 1888.","http://www.nzbirds.com/Buller2ndKokakoLg.html, rotated slightly to vertical.",,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5f/Buller_Kokako.jpg/500px-Buller_Kokako.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,104987
144,52,South Island Kokako,Callaeas cinereus,south_island_kokako_eeaaac.jpg,File:Callaeas cinerea (AM LB8554-7).jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,,"API data Catalogue record Photo",,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2b/Callaeas_cinerea_%28AM_LB8554-7%29.jpg/500px-Callaeas_cinerea_%28AM_LB8554-7%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,45410
145,53,Laughing Owl,Ninox albifacies,laughing_owl_9c7a91.jpg,File:OR001778 Ninox albifacies albifacies Te Papa 630296 263370.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Museum of New Zealand Te Papa Tongarewa,https://collections.tepapa.govt.nz/object/630296,,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/OR001778_Ninox_albifacies_albifacies_Te_Papa_630296_263370.jpg/500px-OR001778_Ninox_albifacies_albifacies_Te_Papa_630296_263370.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,23055
146,53,Laughing Owl,Ninox albifacies,laughing_owl_d49ecd.jpg,File:OR001778 Ninox albifacies albifacies Te Papa 630296 263372.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Museum of New Zealand Te Papa Tongarewa,https://collections.tepapa.govt.nz/object/630296,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0e/OR001778_Ninox_albifacies_albifacies_Te_Papa_630296_263372.jpg/500px-OR001778_Ninox_albifacies_albifacies_Te_Papa_630296_263372.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,27051
147,55,Moa,Dinornithiformes,moa_6234b2.jpg,File:Eltanin Impact.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,YellowPanda2001,Own work,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/49/Eltanin_Impact.jpg/500px-Eltanin_Impact.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,26564
148,55,Moa,Dinornithiformes,moa_79d08f.jpg,File:Giant Haasts eagle attacking New Zealand moa.jpg,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,John Megahan,Ancient DNA Tells Story of Giant Eagle Evolution. PLoS Biol 3(1): e20. doi:10.1371/journal.pbio.0030020.g001,,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2d/Giant_Haasts_eagle_attacking_New_Zealand_moa.jpg/500px-Giant_Haasts_eagle_attacking_New_Zealand_moa.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,100684
